auto	cars	engine							
0057	1	156-hp, 2.5-liter I-4 (gas hybrid)							
0061	1	136-hp, 2.0-liter I-4 (regular gas)							
0065	1	288-hp, 3.6-liter V-6 (regular gas)							
0066	1	288-hp, 3.6-liter V-6 (regular gas)							
0077	1	332-hp, 6.0-liter V-8 (gas hybrid)							
0078	1	332-hp, 6.0-liter V-8 (gas hybrid)							
0084	1	332-hp, 6.0-liter V-8 (gas hybrid)							
0085	1	332-hp, 6.0-liter V-8 (gas hybrid)							
0088	1	271-hp, 3.5-liter V-6 (regular gas)							
0089	1	113-hp, 1.5-liter I-4 (gas hybrid)							
0090	1	88-hp, 1.3-liter I-4 (gas hybrid)							
0091	1	248-hp, 3.5-liter V-6 (regular gas)							
0096	1	93-hp, 1.3-liter I-4 (gas hybrid)							
0097	1	93-hp, 1.3-liter I-4 (gas hybrid)							
0098	1	180-hp, 2.4-liter I-4 (regular gas)							
0099	1	180-hp, 2.4-liter I-4 (regular gas)							
0100	1	166-hp, 2.4-liter I-4 (regular gas)							
0101	1	166-hp, 2.4-liter I-4 (regular gas)							
0102	1	117-hp, 1.5-liter I-4 (regular gas)							
0103	1	244-hp, 3.5-liter V-6 (regular gas)							
0104	1	250-hp, 3.5-liter V-6 (regular gas)							
0105	1	250-hp, 3.5-liter V-6 (regular gas)							
0106	1	250-hp, 3.5-liter V-6 (regular gas)							
0107	1	250-hp, 3.5-liter V-6 (regular gas)							
0116	1	110-hp, 1.6-liter I-4 (regular gas)							
0117	1	110-hp, 1.6-liter I-4 (regular gas)							
0120	1	138-hp, 2.0-liter I-4 (regular gas)							
0121	1	138-hp, 2.0-liter I-4 (regular gas)							
0129	1	260-hp, 3.8-liter V-6 (regular gas)							
0130	1	260-hp, 3.8-liter V-6 (regular gas)							
0131	1	218-hp, 2.5-liter V-6 (premium)							
0133	1	330-hp, 3.7-liter V-6 (premium)							
0134	1	420-hp, 5.6-liter V-8 (premium)							
0135	1	400-hp, 5.6-liter V-8 (premium)							
0136	1	297-hp, 3.5-liter V-6 (premium)							
0137	1	297-hp, 3.5-liter V-6 (premium)							
0138	1	303-hp, 3.5-liter V-6 (premium)							
0139	1	303-hp, 3.5-liter V-6 (premium)							
0140	1	390-hp, 5.0-liter V-8 (premium)							
0141	1	390-hp, 5.0-liter V-8 (premium)							
0143	1	303-hp, 3.5-liter V-6 (premium)							
0144	1	325-hp, 4.5-liter V-8 (premium)							
0145	1	320-hp, 5.6-liter V-8 (premium)							
0156	1	210-hp, 3.7-liter V-6 (regular gas)							
0157	1	210-hp, 3.7-liter V-6 (regular gas)							
0160	1	202-hp, 3.8-liter V-6 (regular gas)							
0161	1	202-hp, 3.8-liter V-6 (regular gas)							
0162	1	202-hp, 3.8-liter V-6 (regular gas)							
0163	1	202-hp, 3.8-liter V-6 (regular gas)							
0173	1	110-hp, 1.6-liter I-4 (regular gas)							
0174	1	110-hp, 1.6-liter I-4 (regular gas)							
0175	1	110-hp, 1.6-liter I-4 (regular gas)							
0176	1	110-hp, 1.6-liter I-4 (regular gas)							
0178	1	244-hp, 3.8-liter V-6 (regular gas)							
0179	1	271-hp, 3.5-liter V-6 (regular gas)							
0182	1	372-hp, 4.2-liter V-8 (premium)							
0185	1	333-hp, 3.0-liter V-6 (premium)							
0186	1	211-hp, 2.0-liter I-4 (premium)							
0187	1	265-hp, 2.0-liter I-4 (premium)							
0190	1	211-hp, 2.0-liter I-4 (premium)							
0191	1	211-hp, 2.0-liter I-4 (premium)							
0193	1	211-hp, 2.0-liter I-4 (premium)							
0196	1	350-hp, 4.2-liter V-8 (premium)							
0197	1	270-hp, 3.2-liter V-6 (premium)							
0201	1	333-hp, 3.0-liter V-6 (premium)							
0204	1	435-hp, 5.2-liter V-10 (premium)							
0206	1	200-hp, 2.0-liter I-4 (premium)							
0207	1	265-hp, 2.0-liter I-4 (premium)							
0211	1	375-hp, 5.0-liter V-8 (premium)							
0212	1	230-hp, 3.2-liter I-6 (premium)							
0213	1	230-hp, 3.2-liter I-6 (premium)							
0214	1	375-hp, 5.0-liter V-8 (premium)							
0220	1	147-hp, 2.4-liter I-4 (gas hybrid)							
0221	1	204-hp, 2.5-liter V-6 (premium)							
0222	1	306-hp, 3.5-liter V-6 (premium)							
0223	1	301-hp, 4.6-liter V-8 (premium)							
0224	1	275-hp, 3.5-liter V-6 (premium)							
0225	1	245-hp, 3.5-liter V-6 (gas hybrid)							
0226	1	272-hp, 3.5-liter V-6 (premium)							
0227	1	268-hp, 3.5-liter V-6 (regular gas)							
0228	1	303-hp, 3.5-liter V-6 (premium)							
0229	1	303-hp, 3.5-liter V-6 (premium)							
0230	1	292-hp, 3.5-liter V-6 (gas hybrid)							
0231	1	292-hp, 3.5-liter V-6 (gas hybrid)							
0232	1	342-hp, 4.6-liter V-8 (premium)							
0233	1	342-hp, 4.6-liter V-8 (premium)							
0234	1	301-hp, 4.6-liter V-8 (premium)							
0235	1	147-hp, 2.4-liter I-4 (gas hybrid)							
0236	1	204-hp, 2.5-liter V-6 (premium)							
0237	1	204-hp, 2.5-liter V-6 (premium)							
0238	1	204-hp, 2.5-liter V-6 (premium)							
0239	1	306-hp, 3.5-liter V-6 (premium)							
0240	1	306-hp, 3.5-liter V-6 (premium)							
0241	1	306-hp, 3.5-liter V-6 (premium)							
0242	1	416-hp, 5.0-liter V-8 (premium)							
0243	1	416-hp, 5.0-liter V-8 (premium)							
0246	1	389-hp, 5.0-liter V-8 (gas hybrid)							
0247	1	389-hp, 5.0-liter V-8 (gas hybrid)							
0248	1	383-hp, 5.7-liter V-8 (premium)							
0249	1	383-hp, 5.7-liter V-8 (premium)							
0250	1	275-hp, 3.5-liter V-6 (premium)							
0251	1	245-hp, 3.5-liter V-6 (gas hybrid)							
0252	1	288-hp, 4.3-liter V-8 (premium)							
0254	1	153-hp, 2.5-liter I-4 (gas hybrid)							
0255	1	305-hp, 3.7-liter V-6 (regular gas)							
0256	1	263-hp, 3.5-liter V-6 (regular gas)							
0257	1	263-hp, 3.5-liter V-6 (regular gas)							
0261	1	285-hp, 3.5-liter V-6 (regular gas)							
0262	1	310-hp, 5.4-liter V-8 (flexible; E85)							
0263	1	310-hp, 5.4-liter V-8 (flexible; E85)							
0264	1	239-hp, 4.6-liter V-8 (flexible; E85)							
0265	1	239-hp, 4.6-liter V-8 (flexible; E85)							
0266	1	276-hp, 3.5-liter V-6 (premium)							
0268	1	240-hp, 1.8-liter I-4 (premium)							
0271	1	604-hp, 6.0-liter V-12 (premium)							
0276	1	100-hp, 1.5-liter I-4 (regular gas)							
0278	1	273-hp, 3.7-liter V-6 (regular gas)							
0280	1	263-hp, 2.3-liter I-4 (premium)							
0282	1	273-hp, 3.7-liter V-6 (regular gas)							
0284	1	153-hp, 2.3-liter I-4 (regular gas)							
0287	1	263-hp, 2.3-liter I-4 (premium)							
0295	1	268-hp, 3.5-liter V-6 (premium)							
0296	1	563-hp, 6.2-liter V-8 (premium)							
0310	1	268-hp, 3.5-liter V-6 (premium)							
0319	1	188-hp, 3.0-liter V-6 (diesel)							
0320	1	188-hp, 3.0-liter V-6 (diesel)							
0321	1	156-hp, 2.5-liter I-4 (gas hybrid)							
0323	1	224-hp, 4.6-liter V-8 (flexible; E85)							
0324	1	224-hp, 4.6-liter V-8 (flexible; E85)							
0327	1	155-hp, 2.5-liter I-4 (gas hybrid)							
0328	1	153-hp, 2.5-liter I-4 (gas hybrid)							
0330	1	156-hp, 2.5-liter I-4 (gas hybrid)							
0332	1	505-hp, 6.8-liter V-8 (flexible; E85)							
0333	1	500-hp, 6.8-liter V-8 (premium)							
0334	1	530-hp, 6.8-liter V-8 (premium)							
0341	1	621-hp, 6.0-liter W-12 (flexible; E85)							
0344	1	118-hp, 1.6-liter I-4 (premium)							
0345	1	121-hp, 1.6-liter I-4 (premium)							
0346	1	118-hp, 1.6-liter I-4 (premium)							
0347	1	121-hp, 1.6-liter I-4 (premium)							
0348	1	172-hp, 1.6-liter I-4 (premium)							
0349	1	181-hp, 1.6-liter I-4 (premium)							
0350	1	172-hp, 1.6-liter I-4 (premium)							
0351	1	121-hp, 1.6-liter I-4 (premium)							
0353	1	148-hp, 2.0-liter I-4 (regular gas)							
0356	1	225-hp, 3.8-liter V-6 (premium)							
0357	1	225-hp, 3.8-liter V-6 (premium)							
0362	1	291-hp, 2.0-liter I-4 (premium)							
0363	1	291-hp, 2.0-liter I-4 (premium)							
0367	1	188-hp, 1.6-liter I-4 (premium)							
0368	1	107-hp, (electric)							
0372	1	158-hp, 2.5-liter I-4 (gas hybrid)							
0373	1	158-hp, 2.5-liter I-4 (gas hybrid)							
0374	1	317-hp, 5.6-liter V-8 (regular gas)							
0376	1	122-hp, 1.8-liter I-4 (regular gas)							
0379	1	485-hp, 3.8-liter V-6 (premium)							
0380	1	485-hp, 3.8-liter V-6 (premium)							
0381	1	290-hp, 3.5-liter V-6 (premium)							
0382	1	290-hp, 3.5-liter V-6 (premium)							
0383	1	265-hp, 3.5-liter V-6 (premium)							
0384	1	260-hp, 3.5-liter V-6 (regular gas)							
0387	1	170-hp, 2.5-liter I-4 (regular gas)							
0388	1	170-hp, 2.5-liter I-4 (regular gas)							
0395	1	261-hp, 4.0-liter V-6 (regular gas)							
0396	1	261-hp, 4.0-liter V-6 (regular gas)							
0400	1	333-hp, 3.0-liter V-6 (gas hybrid)							
0410	1	563-hp, 6.6-liter V-12 (premium)							
0411	1	453-hp, 6.8-liter V-12 (premium)							
0412	1	453-hp, 6.8-liter V-12 (premium)							
0413	1	453-hp, 6.8-liter V-12 (premium)							
0414	1	300-hp, 2.8-liter V-6 (regular gas)							
0415	1	210-hp, 2.0-liter I-4 (regular gas)							
0418	1	180-hp, 2.5-liter I-4 (regular gas)							
0419	1	161-hp, 2.4-liter I-4 (regular gas)							
0420	1	158-hp, 2.4-liter I-4 (regular gas)							
0421	1	158-hp, 2.4-liter I-4 (regular gas)							
0422	1	128-hp, 1.8-liter I-4 (regular gas)							
0423	1	128-hp, 1.8-liter I-4 (regular gas)							
0424	1	70-hp, 1.0-liter I-3 (premium)							
0425	1	305-hp, 2.5-liter H-4 (premium)							
0433	1	170-hp, 2.5-liter H-4 (regular gas)							
0435	1	256-hp, 3.6-liter H-6 (regular gas)							
0436	1	256-hp, 3.6-liter H-6 (regular gas)							
0437	1	400-hp, 4.4-liter V-8 (gas hybrid)							
0438	1	555-hp, 4.4-liter V-8 (premium)							
0439	1	400-hp, 4.4-liter V-8 (gas hybrid)							
0440	1	555-hp, 4.4-liter V-8 (premium)							
0441	1	240-hp, 3.0-liter I-6 (premium)							
0442	1	300-hp, 3.0-liter I-6 (premium)							
0443	1	400-hp, 4.4-liter V-8 (premium)							
0445	1	230-hp, 3.0-liter I-6 (premium)							
0446	1	230-hp, 3.0-liter I-6 (premium)							
0447	1	300-hp, 3.0-liter I-6 (premium)							
0448	1	300-hp, 3.0-liter I-6 (premium)							
0449	1	230-hp, 3.0-liter I-6 (premium)							
0450	1	230-hp, 3.0-liter I-6 (premium)							
0451	1	300-hp, 3.0-liter I-6 (premium)							
0453	1	230-hp, 3.0-liter I-6 (premium)							
0454	1	300-hp, 3.0-liter I-6 (premium)							
0455	1	300-hp, 3.0-liter I-6 (premium)							
0457	1	360-hp, 4.8-liter V-8 (premium)							
0458	1	400-hp, 4.4-liter V-8 (premium)							
0459	1	400-hp, 4.4-liter V-8 (premium)							
0460	1	360-hp, 4.8-liter V-8 (premium)							
0461	1	315-hp, 3.0-liter I-6 (premium)							
0462	1	400-hp, 4.4-liter V-8 (premium)							
0463	1	400-hp, 4.4-liter V-8 (premium)							
0464	1	535-hp, 6.0-liter V-12 (premium)							
0465	1	535-hp, 6.0-liter V-12 (premium)							
0466	1	440-hp, 4.4-liter V-8 (gas hybrid)							
0467	1	500-hp, 4.4-liter V-8 (premium)							
0468	1	414-hp, 4.0-liter V-8 (premium)							
0469	1	414-hp, 4.0-liter V-8 (premium)							
0470	1	500-hp, 5.0-liter V-10 (premium)							
0471	1	500-hp, 5.0-liter V-10 (premium)							
0472	1	260-hp, 3.0-liter I-6 (premium)							
0475	1	555-hp, 4.4-liter V-8 (premium)							
0478	1	555-hp, 4.4-liter V-8 (premium)							
0485	1	166-hp, 2.4-liter I-4 (regular gas)							
0489	1	288-hp, (electric)							
0490	1	288-hp, (electric)							
0492	1	268-hp, 3.5-liter V-6 (regular gas)							
0494	1	147-hp, 2.4-liter I-4 (gas hybrid)							
0495	1	98-hp, 1.8-liter I-4 (gas hybrid)							
0497	1	270-hp, 4.0-liter V-6 (regular gas)							
0498	1	268-hp, 3.5-liter V-6 (regular gas)							
0500	1	147-hp, 2.4-liter I-4 (gas hybrid)							
0502	1	259-hp, 4.0-liter V-6 (regular gas)							
0503	1	260-hp, 4.0-liter V-6 (regular gas)							
0506	1	209-hp, 3.3-liter V-6 (gas hybrid)							
0507	1	231-hp, 3.5-liter V-6 (gas hybrid)							
0508	1	381-hp, 5.7-liter V-8 (regular gas)							
0509	1	381-hp, 5.7-liter V-8 (regular gas)							
0511	1	98-hp, 1.8-liter I-4 (gas hybrid)							
0516	1	266-hp, 3.5-liter V-6 (regular gas)							
0523	1	106-hp, 1.5-liter I-4 (regular gas)							
0524	1	106-hp, 1.5-liter I-4 (regular gas)							
0525	1	333-hp, 3.0-liter V-6 (gas hybrid)							
0527	1	200-hp, 2.0-liter I-4 (premium)							
0530	1	200-hp, 2.0-liter I-4 (premium)							
0532	1	200-hp, 2.0-liter I-4 (premium)							
0533	1	200-hp, 2.0-liter I-4 (premium)							
0535	1	200-hp, 2.0-liter I-4 (premium)							
0537	1	150-hp, 2.5-liter I-5 (regular gas)							
0538	1	200-hp, 2.0-liter I-4 (premium)							
0540	1	200-hp, 2.0-liter I-4 (premium)							
0541	1	200-hp, 2.0-liter I-4 (premium)							
0544	1	227-hp, 2.5-liter I-5 (premium)							
0545	1	300-hp, 3.0-liter I-6 (premium)							
0546	1	227-hp, 2.5-liter I-5 (premium)							
0547	1	227-hp, 2.5-liter I-5 (premium)							
0548	1	227-hp, 2.5-liter I-5 (premium)							
0550	1	227-hp, 2.5-liter I-5 (premium)							
0554	1	227-hp, 2.5-liter I-5 (premium)							
0563	1	288-hp, 3.6-liter V-6 (regular gas)							
0564	1	288-hp, 3.6-liter V-6 (regular gas)							
0573	1	403-hp, 6.2-liter V-8 (flexible; E85)							
0574	1	403-hp, 6.2-liter V-8 (flexible; E85)							
0575	1	403-hp, 6.2-liter V-8 (flexible; E85)							
0576	1	403-hp, 6.2-liter V-8 (flexible; E85)							
0577	1	403-hp, 6.2-liter V-8 (flexible; E85)							
0578	1	403-hp, 6.2-liter V-8 (flexible; E85)							
0579	1	332-hp, 6.0-liter V-8 (gas hybrid)							
0580	1	332-hp, 6.0-liter V-8 (gas hybrid)							
0583	1	302-hp, 3.6-liter V-6 (regular gas)							
0586	1	149-hp, (electric)							
0590	1	320-hp, 5.3-liter V-8 (flexible; E85)							
0591	1	320-hp, 5.3-liter V-8 (flexible; E85)							
0592	1	108-hp, 1.6-liter I-4 (regular gas)							
0593	1	108-hp, 1.6-liter I-4 (regular gas)							
0615	1	332-hp, 6.0-liter V-8 (gas hybrid)							
0616	1	332-hp, 6.0-liter V-8 (gas hybrid)							
0619	1	320-hp, 5.3-liter V-8 (flexible; E85)							
0620	1	320-hp, 5.3-liter V-8 (flexible; E85)							
0621	1	320-hp, 5.3-liter V-8 (flexible; E85)							
0622	1	320-hp, 5.3-liter V-8 (flexible; E85)							
0623	1	332-hp, 6.0-liter V-8 (gas hybrid)							
0624	1	332-hp, 6.0-liter V-8 (gas hybrid)							
0628	1	283-hp, 3.6-liter V-6 (flexible; E85)							
0631	1	150-hp, 2.4-liter I-4 (regular gas)							
0635	1	350-hp, 6.7-liter I-6 (diesel)							
0647	1	283-hp, 3.6-liter V-6 (flexible; E85)							
0655	1	350-hp, 6.7-liter I-6 (diesel)							
0656	1	600-hp, 8.4-liter V-10 (premium)							
0110	0	<NULL>							
0112	0	<NULL>							
0177	0	<NULL>							
0205	0	<NULL>							
0219	0	<NULL>							
0294	0	<NULL>							
0338	0	<NULL>							
0342	0	<NULL>							
0343	0	<NULL>							
0397	0	<NULL>							
0417	0	<NULL>							
