movie	iheartmovies	genre							
1612	3	Drama	Thriller	Drama - Thriller					
1616	3	Drama	Thriller	Drama - Thriller					
1622	3	Adventure	Drama	Adventure - Drama					
1623	3	Adventure	Comedy	Adventure - Comedy					
1624	3	Crime	Thriller	Crime - Thriller					
1627	3	Action	Adventure	Action - Adventure					
1630	3	Action	Drama	Action - Drama					
1631	3	Drama	Sport	Drama - Sport					
1633	3	Adventure	Scifi	Adventure - Scifi					
1636	3	Drama	Romance	Drama - Romance					
1641	3	Animation	Musical	Animation - Musical					
1642	3	Action	Adventure	Action - Adventure					
1645	3	Comedy	Romance	Comedy - Romance					
1646	3	Comedy	Scifi	Comedy - Scifi					
1648	3	Drama	Romance	Drama - Romance					
1651	3	Biography	Drama	Biography - Drama					
1652	3	Drama	Fantasy	Drama - Fantasy					
1653	3	Action	Thriller	Action - Thriller					
1655	3	Comedy	Musical	Comedy - Musical					
1659	3	Drama	Thriller	Drama - Thriller					
1663	3	Drama	Romance	Drama - Romance					
1665	3	Horror	Mystery	Horror - Mystery					
1667	3	Comedy	Scifi	Comedy - Scifi					
1672	3	Action	Comedy	Action - Comedy					
1674	3	Drama	Romance	Drama - Romance					
1675	3	Action	Thriller	Action - Thriller					
1677	3	Drama	Romance	Drama - Romance					
1679	3	Comedy	Crime	Comedy - Crime					
1681	3	Comedy	Drama	Comedy - Drama					
1684	3	Drama	Romance	Drama - Romance					
1685	3	Comedy	Romance	Comedy - Romance					
1686	3	Comedy	Romance	Comedy - Romance					
1696	3	Biography	Drama	Biography - Drama					
1697	3	Biography	Drama	Biography - Drama					
1698	3	Drama	Thriller	Drama - Thriller					
1707	3	Drama	Documentary	Drama - Documentary					
1711	3	Drama	Romance	Drama - Romance					
1713	3	Drama	Thriller	Drama - Thriller					
1714	3	Drama	Romance	Drama - Romance					
1718	3	Comedy	Romance	Comedy - Romance					
1721	3	Drama	Romance	Drama - Romance					
1722	3	Action	Drama	Action - Drama					
1724	3	Action	Comedy	Action - Comedy					
1726	3	Comedy	Drama	Comedy - Drama					
1729	3	Comedy	Drama	Comedy - Drama					
1731	3	Comedy	Drama	Comedy - Drama					
1732	3	Action	Drama	Action - Drama					
1733	3	Adventure	Comedy	Adventure - Comedy					
1735	3	Action	Comedy	Action - Comedy					
1740	3	Animation	Comedy	Animation - Comedy					
1743	3	Drama	Mystery	Drama - Mystery					
1744	3	Adventure	Drama	Adventure - Drama					
1749	3	Adventure	Drama	Adventure - Drama					
1752	3	Action	Comedy	Action - Comedy					
1761	3	Drama	Horror	Drama - Horror					
1763	3	Drama	Thriller	Drama - Thriller					
1773	3	Comedy	Mystery	Comedy - Mystery					
1775	3	Comedy	Drama	Comedy - Drama					
1777	3	Comedy	Drama	Comedy - Drama					
1781	3	Mystery	Thriller	Mystery - Thriller					
1782	3	Comedy	Romance	Comedy - Romance					
1785	3	Comedy	Drama	Comedy - Drama					
1786	3	Adventure	Fantasy	Adventure - Fantasy					
1788	3	Drama	Romance	Drama - Romance					
1790	3	Drama	Thriller	Drama - Thriller					
1791	3	Horror	Thriller	Horror - Thriller					
1793	3	Mystery	Scifi	Mystery - Scifi					
1794	3	Drama	Romance	Drama - Romance					
1795	3	Drama	Romance	Drama - Romance					
1796	3	Crime	Drama	Crime - Drama					
1797	3	Drama	Romance	Drama - Romance					
1800	3	Drama	Musical	Drama - Musical					
1801	3	Comedy	Romance	Comedy - Romance					
1809	3	Action	Comedy	Action - Comedy					
1810	3	Comedy	Drama	Comedy - Drama					
1811	3	Comedy	Crime	Comedy - Crime					
1814	3	Drama	War	Drama - War					
1818	3	Drama	Romance	Drama - Romance					
1822	3	Drama	Scifi	Drama - Scifi					
1823	3	Drama	Horror	Drama - Horror					
1825	3	Horror	Thriller	Horror - Thriller					
1829	3	Mystery	Thriller	Mystery - Thriller					
1830	3	Action	Drama	Action - Drama					
1831	3	Crime	Drama	Crime - Drama					
1833	3	Comedy	Crime	Comedy - Crime					
1834	3	Horror	Thriller	Horror - Thriller					
1839	3	Comedy	Crime	Comedy - Crime					
1844	3	Adventure	Comedy	Adventure - Comedy					
1848	3	Action	Thriller	Action - Thriller					
1856	3	Comedy	Drama	Comedy - Drama					
1857	3	Comedy	Romance	Comedy - Romance					
1858	3	Drama	Romance	Drama - Romance					
1860	3	Action	Drama	Action - Drama					
1862	3	Action	Thriller	Action - Thriller					
1866	3	Action	Adventure	Action - Adventure					
1870	3	Action	Comedy	Action - Comedy					
1874	3	Drama	Thriller	Drama - Thriller					
1876	3	Comedy	Drama	Comedy - Drama					
1879	3	Horror	Thriller	Horror - Thriller					
1882	3	Fantasy	Horror	Fantasy - Horror					
1884	3	Action	Drama	Action - Drama					
1885	3	Drama	Romance	Drama - Romance					
1886	3	Drama	Thriller	Drama - Thriller					
1889	3	Crime	Drama	Crime - Drama					
1892	3	Comedy	Thriller	Comedy - Thriller					
1897	3	Horror	Scifi	Horror - Scifi					
1900	3	Comedy	Drama	Comedy - Drama					
1902	3	Comedy	Drama	Comedy - Drama					
1908	3	Drama	Thriller	Drama - Thriller					
1910	3	Drama	Romance	Drama - Romance					
1912	3	Comedy	Horror	Comedy - Horror					
1914	3	Comedy	Romance	Comedy - Romance					
1915	3	Adventure	Comedy	Adventure - Comedy					
1918	3	Biography	Drama	Biography - Drama					
1921	3	Drama	Thriller	Drama - Thriller					
1926	3	Comedy	Romance	Comedy - Romance					
1928	3	Adventure	Drama	Adventure - Drama					
1936	3	Comedy	Fantasy	Comedy - Fantasy					
1938	3	Drama	Romance	Drama - Romance					
1939	3	Drama	Romance	Drama - Romance					
1940	3	Comedy	Romance	Comedy - Romance					
1941	3	Action	Thriller	Action - Thriller					
1942	3	Action	Drama	Action - Drama					
1943	3	Action	Scifi	Action - Scifi					
1946	3	Crime	Drama	Crime - Drama					
1947	3	Comedy	Fantasy	Comedy - Fantasy					
1948	3	Biography	Horror	Biography - Horror					
1950	3	Comedy	Romance	Comedy - Romance					
1951	3	Comedy	Romance	Comedy - Romance					
1954	3	Action	Adventure	Action - Adventure					
1955	3	Drama	Sport	Drama - Sport					
1956	3	Horror	Mystery	Horror - Mystery					
1959	3	Horror	Romance	Horror - Romance					
1961	3	Mystery	Thriller	Mystery - Thriller					
1968	3	Horror	Thriller	Horror - Thriller					
1971	3	Comedy	Drama	Comedy - Drama					
1974	3	Horror	Thriller	Horror - Thriller					
1976	3	Comedy	Drama	Comedy - Drama					
1981	3	Drama	Romance	Drama - Romance					
1982	3	Biography	Western	Biography - Western					
1985	3	Drama	Romance	Drama - Romance					
1986	3	Comedy	Thriller	Comedy - Thriller					
1990	3	Action	Drama	Action - Drama					
1992	3	Comedy	Romance	Comedy - Romance					
1995	3	Comedy	Horror	Comedy - Horror					
1996	3	Comedy	Horror	Comedy - Horror					
1999	3	Comedy	Drama	Comedy - Drama					
0001	1	Drama							
0005	1	Thriller							
0007	1	Comedy							
0009	1	Drama							
0018	1	Drama							
0020	1	Animation							
0022	1	Comedy							
0023	1	Drama							
0035	1	Comedy							
0036	1	Comedy							
0040	1	Thriller							
0042	1	Comedy							
0043	1	Horror							
0047	1	Comedy							
0065	1	Comedy							
0068	1	Documentary							
0069	1	Drama							
0073	1	Comedy							
0075	1	Comedy							
0096	1	Adventure							
0099	1	Comedy							
0100	1	Documentary							
0103	1	Comedy							
0107	1	Horror							
0110	1	Comedy							
0117	1	Adventure							
0120	1	Comedy							
0122	1	Comedy							
0127	1	Horror							
0131	1	Horror							
0141	1	Comedy							
0143	1	Comedy							
0146	1	Action							
0158	1	Comedy							
0159	1	Comedy							
0160	1	Horror							
0165	1	Comedy							
0168	1	Comedy							
0173	1	Drama							
0188	1	Documentary							
0189	1	Horror							
0193	1	Drama							
0198	1	Documentary							
0199	1	Drama							
0202	1	Comedy							
0205	1	Drama							
0206	1	Comedy							
0213	1	Comedy							
0228	1	Horror							
0239	1	Adult							
0246	1	Documentary							
0250	1	Adult							
0255	1	Comedy							
0256	1	Comedy							
0257	1	Horror							
0260	1	Comedy							
0261	1	Comedy							
0266	1	Drama							
0268	1	Comedy							
0269	1	Comedy							
0271	1	Drama							
0278	1	Comedy							
0279	1	Comedy							
0284	1	Comedy							
0286	1	Comedy							
0288	1	Comedy							
0296	1	Drama							
0300	1	Comedy							
0302	1	Drama							
0303	1	Comedy							
0304	1	Comedy							
0306	1	Comedy							
0312	1	Comedy							
0318	1	Comedy							
0319	1	Adventure							
0323	1	Documentary							
0325	1	Drama							
0328	1	Horror							
0329	1	Comedy							
0336	1	Drama							
0343	1	Comedy							
0345	1	Documentary							
0350	1	Drama							
0351	1	Drama							
0361	1	Drama							
0366	1	Adventure							
0371	1	Comedy							
0374	1	Comedy							
0376	1	Comedy							
0378	1	Drama							
0380	1	Comedy							
0384	1	Animation							
0398	1	Adventure							
0404	1	Documentary							
0406	1	Comedy							
0413	1	Comedy							
0424	1	Horror							
0425	1	Adventure							
0426	1	Horror							
0428	1	Drama							
0431	1	Comedy							
0433	1	Comedy							
0445	1	Drama							
0446	1	Comedy							
0447	1	Comedy							
0448	1	Comedy							
0450	1	Comedy							
0458	1	Documentary							
0460	1	Drama							
0461	1	Drama							
0468	1	Drama							
0470	1	Comedy							
0473	1	Comedy							
0478	1	Drama							
0481	1	Drama							
0482	1	Drama							
0493	1	Comedy							
0495	1	Drama							
0496	1	Adventure							
0501	1	Drama							
0503	1	Documentary							
0507	1	Comedy							
0515	1	Drama							
0516	1	Comedy							
0522	1	Drama							
0524	1	Horror							
0526	1	Drama							
0538	1	Comedy							
0543	1	Drama							
0548	1	Documentary							
0551	1	Comedy							
0552	1	Documentary							
0564	1	Drama							
0567	1	Drama							
0579	1	Comedy							
0580	1	Horror							
0582	1	Comedy							
0584	1	Horror							
0592	1	Drama							
0594	1	Drama							
0597	1	Comedy							
0598	1	Horror							
0601	1	Drama							
0602	1	Comedy							
0605	1	Comedy							
0607	1	Comedy							
0608	1	Drama							
0610	1	Comedy							
0612	1	Animation							
0617	1	Comedy							
0620	1	Drama							
0622	1	Drama							
0633	1	Documentary							
0638	1	Drama							
0640	1	Drama							
0644	1	Drama							
0655	1	Drama							
0656	1	Drama							
0658	1	Horror							
0663	1	Drama							
0671	1	Drama							
0672	1	Documentary							
0680	1	Drama							
0685	1	Drama							
0708	1	Comedy							
0714	1	Documentary							
0715	1	Comedy							
0719	1	Drama							
0721	1	Drama							
0724	1	Comedy							
0725	1	Documentary							
0726	1	Comedy							
0727	1	Horror							
0729	1	Comedy							
0732	1	Drama							
0735	1	Thriller							
0743	1	Comedy							
0744	1	Romance							
0746	1	Comedy							
0747	1	Drama							
0748	1	Musical							
0752	1	Comedy							
0758	1	Drama							
0761	1	Drama							
0768	1	Drama							
0769	1	Comedy							
0776	1	Drama							
0783	1	Drama							
0786	1	Comedy							
0796	1	Drama							
0803	1	Drama							
0804	1	Comedy							
0814	1	Comedy							
0816	1	Comedy							
0819	1	Drama							
0820	1	Animation							
0822	1	Adventure							
0827	1	Comedy							
0828	1	Comedy							
0835	1	Drama							
0840	1	Musical							
0841	1	Drama							
0846	1	Drama							
0850	1	Drama							
0859	1	Comedy							
0864	1	Comedy							
0866	1	Documentary							
0867	1	Drama							
0868	1	Comedy							
0870	1	Comedy							
0883	1	Drama							
0884	1	Comedy							
0886	1	Drama							
0888	1	Comedy							
0889	1	Drama							
0899	1	Documentary							
0900	1	Drama							
0906	1	Drama							
0908	1	Comedy							
0909	1	Comedy							
0910	1	Comedy							
0912	1	Drama							
0914	1	Comedy							
0927	1	Comedy							
0929	1	Comedy							
0935	1	Comedy							
0936	1	Drama							
0940	1	Comedy							
0943	1	Comedy							
0944	1	Comedy							
0952	1	Drama							
0959	1	Drama							
0961	1	Drama							
0967	1	Comedy							
0970	1	Horror							
0973	1	Drama							
0974	1	Drama							
0979	1	Comedy							
0985	1	Drama							
0991	1	Horror							
0994	1	Comedy							
1000	1	Comedy							
1003	1	Drama							
1004	1	Drama							
1006	1	Comedy							
1007	1	Drama							
1008	1	Comedy							
1009	1	Comedy							
1021	1	Drama							
1024	1	Drama							
1025	1	Drama							
1028	1	Drama							
1039	1	Drama							
1040	1	Fantasy							
1043	1	Drama							
1044	1	Drama							
1045	1	Horror							
1047	1	Drama							
1051	1	Comedy							
1053	1	Comedy							
1068	1	Drama							
1070	1	Comedy							
1078	1	Animation							
1083	1	Drama							
1085	1	Drama							
1087	1	Drama							
1091	1	Drama							
1096	1	Adventure							
1097	1	Comedy							
1100	1	Drama							
1101	1	Comedy							
1104	1	Horror							
1105	1	Horror							
1112	1	Drama							
1115	1	Drama							
1117	1	Drama							
1129	1	Drama							
1131	1	Action							
1132	1	Drama							
1134	1	Thriller							
1150	1	Drama							
1160	1	Comedy							
1168	1	Comedy							
1172	1	Drama							
1174	1	Drama							
1176	1	Drama							
1178	1	Drama							
1179	1	Drama							
1180	1	Drama							
1184	1	Drama							
1189	1	Horror							
1193	1	Comedy							
1199	1	Drama							
1205	1	Drama							
1206	1	Drama							
1207	1	Drama							
1215	1	Drama							
1217	1	Comedy							
1218	1	Drama							
1225	1	Comedy							
1229	1	Action							
1232	1	Horror							
1242	1	Drama							
1243	1	Drama							
1247	1	Comedy							
1259	1	Drama							
1262	1	Thriller							
1264	1	Horror							
1265	1	Horror							
1266	1	Horror							
1267	1	Horror							
1268	1	Action							
1270	1	Drama							
1277	1	Horror							
1278	1	Documentary							
1282	1	Horror							
1288	1	Drama							
1289	1	Drama							
1293	1	Horror							
1295	1	Comedy							
1301	1	Comedy							
1303	1	Drama							
1313	1	Drama							
1316	1	Comedy							
1317	1	Horror							
1318	1	Comedy							
1319	1	Drama							
1330	1	Documentary							
1337	1	Comedy							
1338	1	Comedy							
1342	1	Drama							
1343	1	Comedy							
1349	1	Comedy							
1354	1	Thriller							
1355	1	Drama							
1359	1	Documentary							
1365	1	Comedy							
1366	1	Comedy							
1367	1	Comedy							
1368	1	Comedy							
1374	1	Drama							
1376	1	Drama							
1379	1	Comedy							
1387	1	Horror							
1388	1	Drama							
1406	1	Documentary							
1410	1	Documentary							
1411	1	Drama							
1416	1	Comedy							
1417	1	Comedy							
1420	1	Drama							
1432	1	Comedy							
1436	1	Drama							
1444	1	Horror							
1449	1	Drama							
1454	1	Comedy							
1462	1	Drama							
1463	1	Drama							
1467	1	Drama							
1468	1	Drama							
1469	1	Drama							
1473	1	Documentary							
1479	1	Comedy							
1482	1	Drama							
1483	1	Comedy							
1486	1	Drama							
1489	1	Comedy							
1491	1	Documentary							
1500	1	Drama							
1502	1	Drama							
1507	1	Drama							
1532	1	Comedy							
1535	1	Comedy							
1536	1	Comedy							
1539	1	Horror							
1544	1	Drama							
1546	1	Drama							
1550	1	Comedy							
1552	1	Comedy							
1556	1	Documentary							
1557	1	Drama							
1558	1	Horror							
1560	1	Comedy							
1568	1	Horror							
1570	1	Adventure							
1575	1	Horror							
1587	1	Comedy							
1592	1	Drama							
1595	1	Drama							
1596	1	Drama							
1597	1	Drama							
1599	1	Drama							
1605	1	Documentary							
1608	1	Drama							
1613	1	Drama							
1614	1	Drama							
1619	1	Animation							
1621	1	Drama							
1628	1	Comedy							
1629	1	Comedy							
1634	1	Thriller							
1638	1	Comedy							
1643	1	Horror							
1644	1	Adventure							
1650	1	Drama							
1666	1	Drama							
1668	1	Mystery							
1671	1	Romance							
1683	1	Drama							
1688	1	Drama							
1690	1	Musical							
1694	1	Action							
1695	1	Action							
1699	1	Drama							
1701	1	Drama							
1708	1	Drama							
1710	1	Drama							
1716	1	Horror							
1725	1	Horror							
1736	1	Comedy							
1737	1	Comedy							
1739	1	Horror							
1753	1	Drama							
1754	1	Drama							
1758	1	Drama							
1759	1	Thriller							
1764	1	Comedy							
1767	1	Drama							
1769	1	Horror							
1771	1	Comedy							
1772	1	Horror							
1774	1	Drama							
1778	1	Drama							
1779	1	Thriller							
1783	1	Drama							
1789	1	Drama							
1798	1	Horror							
1802	1	Comedy							
1803	1	Crime							
1804	1	Drama							
1805	1	Drama							
1806	1	Comedy							
1807	1	Drama							
1808	1	Documentary							
1820	1	Drama							
1832	1	Comedy							
1840	1	Comedy							
1846	1	Comedy							
1852	1	Documentary							
1853	1	Comedy							
1859	1	Horror							
1864	1	Comedy							
1867	1	Horror							
1872	1	Horror							
1873	1	Horror							
1875	1	Comedy							
1877	1	Drama							
1878	1	Comedy							
1880	1	Drama							
1881	1	Comedy							
1887	1	Comedy							
1891	1	Documentary							
1896	1	Drama							
1901	1	Biography							
1903	1	Comedy							
1906	1	Comedy							
1907	1	Comedy							
1913	1	Comedy							
1929	1	Adventure							
1932	1	Drama							
1933	1	Drama							
1934	1	Drama							
1935	1	Comedy							
1945	1	Drama							
1952	1	Comedy							
1957	1	Horror							
1958	1	Horror							
1966	1	Comedy							
1975	1	Comedy							
1978	1	Comedy							
1980	1	Horror							
1983	1	Drama							
1988	1	Documentary							
1989	1	Comedy							
1991	1	Drama							
1997	1	Thriller							
1998	1	Horror							
0063	0	<NULL>							
0162	0	<NULL>							
0292	0	<NULL>							
0518	0	<NULL>							
0590	0	<NULL>							
0662	0	<NULL>							
0678	0	<NULL>							
0693	0	<NULL>							
0711	0	<NULL>							
0829	0	<NULL>							
0830	0	<NULL>							
0831	0	<NULL>							
0901	0	<NULL>							
0969	0	<NULL>							
1002	0	<NULL>							
1030	0	<NULL>							
1076	0	<NULL>							
1098	0	<NULL>							
1228	0	<NULL>							
1493	0	<NULL>							
1580	0	<NULL>							
1609	0	<NULL>							
1625	0	<NULL>							
1637	0	<NULL>							
1745	0	<NULL>							
1963	0	<NULL>							
