movie	imdb	genre								
1872	4	Drama	Romance	Thriller	Drama - Romance - Thriller					
1874	4	Action	Comedy	Music	Action - Comedy - Music					
1876	4	Action	Mystery	Thriller	Action - Mystery - Thriller					
1883	4	Drama	Romance	War	Drama - Romance - War					
1885	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1886	4	Action	Sci-Fi	Thriller	Action - Sci-Fi - Thriller					
1892	4	Action	Fantasy	Thriller	Action - Fantasy - Thriller					
1895	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy					
1899	4	Crime	Horror	Thriller	Crime - Horror - Thriller					
1900	4	Action	Drama	Thriller	Action - Drama - Thriller					
1908	4	Family	Adventure	Fantasy	Family - Adventure - Fantasy					
1909	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1912	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1917	4	Comedy	Crime	Romance	Comedy - Crime - Romance					
1918	4	Adult	Drama	Romance	Adult - Drama - Romance					
1919	4	Comedy	Romance	Drama	Comedy - Romance - Drama					
1920	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1924	4	Drama	War	Action	Drama - War - Action					
1925	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1931	4	Animation	Adventure	Fantasy	Animation - Adventure - Fantasy					
1935	4	Adventure	Comedy	Horror	Adventure - Comedy - Horror					
1937	4	Horror	Romance	Sci-Fi	Horror - Romance - Sci-Fi					
1939	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1940	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1941	4	Comedy	Family	Sport	Comedy - Family - Sport					
1945	4	Action	Drama	Thriller	Action - Drama - Thriller					
1947	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1950	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1951	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1962	4	Horror	Thriller	Western	Horror - Thriller - Western					
1965	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1966	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1967	4	Action	Comedy	Thriller	Action - Comedy - Thriller					
1968	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1971	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1972	4	Crime	Drama	Mystery	Crime - Drama - Mystery					
1973	4	Drama	Music	Romance	Drama - Music - Romance					
1975	4	Comedy	Crime	Drama	Comedy - Crime - Drama					
1977	4	Biography	Drama	Romance	Biography - Drama - Romance					
1978	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1979	4	Crime	Thriller	Drama	Crime - Thriller - Drama					
1980	4	Comedy	Romance	Drama	Comedy - Romance - Drama					
1983	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1995	4	Adventure	Comedy	Family	Adventure - Comedy - Family					
0000	3	Crime	Thriller	Crime - Thriller						
0019	3	Drama	Romance	Drama - Romance						
0025	3	Comedy	Drama	Comedy - Drama						
0038	3	Drama	Music	Drama - Music						
0042	3	Adventure	Comedy	Adventure - Comedy						
0047	3	Drama	War	Drama - War						
0048	3	Action	Adventure	Action - Adventure						
0049	3	Drama	Mystery	Drama - Mystery						
0051	3	Family	Comedy	Family - Comedy						
0055	3	Comedy	Drama	Comedy - Drama						
0057	3	Mystery	Thriller	Mystery - Thriller						
0058	3	Drama	Romance	Drama - Romance						
0059	3	Drama	Mystery	Drama - Mystery						
0062	3	Drama	Thriller	Drama - Thriller						
0068	3	Crime	Horror	Crime - Horror						
0071	3	Adventure	Drama	Adventure - Drama						
0080	3	Horror	Thriller	Horror - Thriller						
0081	3	Drama	Romance	Drama - Romance						
0082	3	Drama	Family	Drama - Family						
0087	3	Comedy	Crime	Comedy - Crime						
0092	3	Horror	Mystery	Horror - Mystery						
0095	3	Action	Comedy	Action - Comedy						
0096	3	Comedy	Romance	Comedy - Romance						
0097	3	Comedy	Romance	Comedy - Romance						
0111	3	Drama	Romance	Drama - Romance						
0113	3	Drama	Romance	Drama - Romance						
0117	3	Drama	Romance	Drama - Romance						
0124	3	Comedy	Crime	Comedy - Crime						
0126	3	Comedy	Sci-Fi	Comedy - Sci-Fi						
0128	3	Adventure	Comedy	Adventure - Comedy						
0129	3	Comedy	Musical	Comedy - Musical						
0130	3	Drama	Romance	Drama - Romance						
0132	3	Comedy	Drama	Comedy - Drama						
0134	3	Drama	Romance	Drama - Romance						
0139	3	Comedy	Drama	Comedy - Drama						
0144	3	Action	Comedy	Action - Comedy						
0145	3	Drama	Romance	Drama - Romance						
0146	3	Horror	Thriller	Horror - Thriller						
0149	3	Horror	Thriller	Horror - Thriller						
0151	3	Drama	Sport	Drama - Sport						
0152	3	Comedy	Sport	Comedy - Sport						
0158	3	Horror	Thriller	Horror - Thriller						
0159	3	Drama	Thriller	Drama - Thriller						
0161	3	Drama	Romance	Drama - Romance						
0162	3	Horror	Thriller	Horror - Thriller						
0163	3	Comedy	Crime	Comedy - Crime						
0164	3	Comedy	Romance	Comedy - Romance						
0166	3	Horror	Thriller	Horror - Thriller						
0167	3	Comedy	Music	Comedy - Music						
0169	3	Drama	Romance	Drama - Romance						
0173	3	Action	Thriller	Action - Thriller						
0177	3	Drama	Romance	Drama - Romance						
0179	3	Drama	Fantasy	Drama - Fantasy						
0183	3	Drama	Romance	Drama - Romance						
0184	3	Horror	Thriller	Horror - Thriller						
0187	3	Comedy	Drama	Comedy - Drama						
0194	3	Fantasy	Drama	Fantasy - Drama						
0197	3	Comedy	Romance	Comedy - Romance						
0199	3	Comedy	Romance	Comedy - Romance						
0201	3	Comedy	Drama	Comedy - Drama						
0203	3	Comedy	Family	Comedy - Family						
0206	3	Comedy	Horror	Comedy - Horror						
0208	3	Romance	Thriller	Romance - Thriller						
0209	3	Adult	Comedy	Adult - Comedy						
0214	3	Comedy	Sport	Comedy - Sport						
0220	3	Romance	Drama	Romance - Drama						
0222	3	Drama	Thriller	Drama - Thriller						
0225	3	Drama	History	Drama - History						
0226	3	Biography	Drama	Biography - Drama						
0228	3	Horror	Thriller	Horror - Thriller						
0236	3	Crime	Drama	Crime - Drama						
0237	3	Crime	Drama	Crime - Drama						
0240	3	Drama	War	Drama - War						
0246	3	Comedy	Drama	Comedy - Drama						
0250	3	Adventure	Drama	Adventure - Drama						
0252	3	Comedy	Romance	Comedy - Romance						
0254	3	Comedy	Sport	Comedy - Sport						
0266	3	Comedy	Romance	Comedy - Romance						
0268	3	Comedy	Drama	Comedy - Drama						
0272	3	Comedy	Family	Comedy - Family						
0274	3	Crime	Drama	Crime - Drama						
0277	3	Fantasy	Horror	Fantasy - Horror						
0278	3	Action	Sci-Fi	Action - Sci-Fi						
0280	3	Drama	Thriller	Drama - Thriller						
0282	3	Drama	Comedy	Drama - Comedy						
0283	3	Horror	Thriller	Horror - Thriller						
0284	3	Drama	Romance	Drama - Romance						
0288	3	Action	Thriller	Action - Thriller						
0291	3	Drama	Thriller	Drama - Thriller						
0301	3	Comedy	Drama	Comedy - Drama						
0302	3	Drama	War	Drama - War						
0304	3	Comedy	Romance	Comedy - Romance						
0311	3	Comedy	Family	Comedy - Family						
0312	3	Drama	Thriller	Drama - Thriller						
0316	3	Comedy	Crime	Comedy - Crime						
0318	3	Comedy	Romance	Comedy - Romance						
0319	3	Drama	Romance	Drama - Romance						
0327	3	Horror	Thriller	Horror - Thriller						
0329	3	Comedy	Romance	Comedy - Romance						
0334	3	Drama	Romance	Drama - Romance						
0347	3	Drama	Thriller	Drama - Thriller						
0349	3	Comedy	Romance	Comedy - Romance						
0351	3	Drama	Thriller	Drama - Thriller						
0352	3	Comedy	Romance	Comedy - Romance						
0355	3	Comedy	Romance	Comedy - Romance						
0360	3	Drama	Romance	Drama - Romance						
0361	3	Comedy	Drama	Comedy - Drama						
0362	3	Action	Thriller	Action - Thriller						
0367	3	Drama	Thriller	Drama - Thriller						
0368	3	Drama	Fantasy	Drama - Fantasy						
0369	3	Comedy	Romance	Comedy - Romance						
0375	3	Horror	Thriller	Horror - Thriller						
0377	3	Drama	Music	Drama - Music						
0381	3	Drama	Music	Drama - Music						
0382	3	Comedy	Romance	Comedy - Romance						
0383	3	Comedy	Crime	Comedy - Crime						
0384	3	Drama	Fantasy	Drama - Fantasy						
0385	3	Drama	Thriller	Drama - Thriller						
0388	3	Comedy	Drama	Comedy - Drama						
0389	3	Sci-Fi	Thriller	Sci-Fi - Thriller						
0391	3	Drama	Music	Drama - Music						
0396	3	Drama	Romance	Drama - Romance						
0400	3	Comedy	Romance	Comedy - Romance						
0404	3	Drama	Romance	Drama - Romance						
0408	3	Biography	Drama	Biography - Drama						
0409	3	Drama	Romance	Drama - Romance						
0415	3	Horror	Thriller	Horror - Thriller						
0417	3	Drama	Thriller	Drama - Thriller						
0420	3	Drama	Romance	Drama - Romance						
0425	3	Crime	Drama	Crime - Drama						
0426	3	Adventure	Comedy	Adventure - Comedy						
0435	3	Comedy	Drama	Comedy - Drama						
0437	3	Drama	Romance	Drama - Romance						
0447	3	Biography	Drama	Biography - Drama						
0448	3	Comedy	Drama	Comedy - Drama						
0449	3	Drama	Sport	Drama - Sport						
0450	3	Comedy	Fantasy	Comedy - Fantasy						
0456	3	Comedy	Music	Comedy - Music						
0459	3	Comedy	Romance	Comedy - Romance						
0465	3	Drama	Comedy	Drama - Comedy						
0466	3	Crime	Drama	Crime - Drama						
0468	3	Drama	Thriller	Drama - Thriller						
0469	3	Action	Mystery	Action - Mystery						
0475	3	Drama	Romance	Drama - Romance						
0478	3	Comedy	Drama	Comedy - Drama						
0479	3	Horror	Mystery	Horror - Mystery						
0481	3	Drama	Horror	Drama - Horror						
0484	3	Drama	Music	Drama - Music						
0487	3	Drama	Romance	Drama - Romance						
0488	3	Crime	Drama	Crime - Drama						
0492	3	Crime	Drama	Crime - Drama						
0493	3	Crime	Drama	Crime - Drama						
0494	3	Drama	Romance	Drama - Romance						
0496	3	Drama	Romance	Drama - Romance						
0497	3	Horror	Thriller	Horror - Thriller						
0499	3	Horror	Thriller	Horror - Thriller						
0502	3	Comedy	Romance	Comedy - Romance						
0504	3	Crime	Drama	Crime - Drama						
0507	3	Comedy	Romance	Comedy - Romance						
0510	3	Comedy	Drama	Comedy - Drama						
0514	3	Drama	Thriller	Drama - Thriller						
0516	3	Comedy	Crime	Comedy - Crime						
0521	3	Comedy	Music	Comedy - Music						
0522	3	Drama	Thriller	Drama - Thriller						
0525	3	Drama	Romance	Drama - Romance						
0531	3	Comedy	Crime	Comedy - Crime						
0532	3	Action	Sci-Fi	Action - Sci-Fi						
0535	3	Comedy	Romance	Comedy - Romance						
0536	3	Crime	Thriller	Crime - Thriller						
0538	3	Drama	Thriller	Drama - Thriller						
0542	3	Drama	Thriller	Drama - Thriller						
0543	3	Horror	Thriller	Horror - Thriller						
0547	3	Action	Sci-Fi	Action - Sci-Fi						
0548	3	Action	Fantasy	Action - Fantasy						
0550	3	Drama	Romance	Drama - Romance						
0555	3	Drama	Music	Drama - Music						
0564	3	Drama	Comedy	Drama - Comedy						
0567	3	Horror	Thriller	Horror - Thriller						
0569	3	Drama	Romance	Drama - Romance						
0571	3	Drama	Comedy	Drama - Comedy						
0579	3	Romance	Western	Romance - Western						
0582	3	Comedy	Romance	Comedy - Romance						
0584	3	Comedy	Sport	Comedy - Sport						
0585	3	Adventure	Drama	Adventure - Drama						
0594	3	Drama	Romance	Drama - Romance						
0598	3	Comedy	Romance	Comedy - Romance						
0600	3	Horror	Thriller	Horror - Thriller						
0603	3	Comedy	Drama	Comedy - Drama						
0604	3	Crime	Drama	Crime - Drama						
0605	3	Action	Sci-Fi	Action - Sci-Fi						
0609	3	Drama	Thriller	Drama - Thriller						
0610	3	Thriller	Drama	Thriller - Drama						
0612	3	Drama	Mystery	Drama - Mystery						
0616	3	Horror	Thriller	Horror - Thriller						
0617	3	Thriller	Drama	Thriller - Drama						
0625	3	Drama	Romance	Drama - Romance						
0627	3	Comedy	Horror	Comedy - Horror						
0628	3	Drama	Comedy	Drama - Comedy						
0629	3	Crime	Thriller	Crime - Thriller						
0632	3	Drama	Thriller	Drama - Thriller						
0639	3	Comedy	Drama	Comedy - Drama						
0640	3	Drama	Romance	Drama - Romance						
0641	3	Drama	Thriller	Drama - Thriller						
0642	3	Crime	Thriller	Crime - Thriller						
0644	3	Sci-Fi	Thriller	Sci-Fi - Thriller						
0646	3	Drama	War	Drama - War						
0649	3	Horror	Thriller	Horror - Thriller						
0650	3	Family	Comedy	Family - Comedy						
0651	3	Comedy	Drama	Comedy - Drama						
0653	3	Comedy	Family	Comedy - Family						
0655	3	Comedy	Drama	Comedy - Drama						
0661	3	Drama	History	Drama - History						
0674	3	Comedy	Romance	Comedy - Romance						
0680	3	Comedy	Romance	Comedy - Romance						
0682	3	Drama	Romance	Drama - Romance						
0685	3	Comedy	Drama	Comedy - Drama						
0686	3	Drama	Sport	Drama - Sport						
0687	3	Drama	Romance	Drama - Romance						
0691	3	Comedy	Romance	Comedy - Romance						
0695	3	Action	Drama	Action - Drama						
0696	3	Comedy	Romance	Comedy - Romance						
0697	3	Horror	Thriller	Horror - Thriller						
0699	3	Drama	Romance	Drama - Romance						
0705	3	Comedy	Drama	Comedy - Drama						
0706	3	Drama	Thriller	Drama - Thriller						
0707	3	Drama	Music	Drama - Music						
0710	3	Drama	Thriller	Drama - Thriller						
0715	3	Horror	Thriller	Horror - Thriller						
0716	3	Adventure	Drama	Adventure - Drama						
0718	3	Comedy	Drama	Comedy - Drama						
0726	3	Drama	Romance	Drama - Romance						
0728	3	Horror	Thriller	Horror - Thriller						
0730	3	Horror	Thriller	Horror - Thriller						
0736	3	Crime	Thriller	Crime - Thriller						
0740	3	Drama	Romance	Drama - Romance						
0741	3	Comedy	Horror	Comedy - Horror						
0742	3	Drama	Romance	Drama - Romance						
0744	3	Mystery	Thriller	Mystery - Thriller						
0750	3	Drama	History	Drama - History						
0757	3	Comedy	War	Comedy - War						
0762	3	Thriller	Drama	Thriller - Drama						
0765	3	Drama	History	Drama - History						
0766	3	Drama	Sci-Fi	Drama - Sci-Fi						
0767	3	Action	Comedy	Action - Comedy						
0769	3	Drama	War	Drama - War						
0770	3	Drama	Music	Drama - Music						
0774	3	Drama	Romance	Drama - Romance						
0776	3	Drama	Romance	Drama - Romance						
0777	3	Drama	Romance	Drama - Romance						
0780	3	Comedy	Drama	Comedy - Drama						
0783	3	Mystery	Thriller	Mystery - Thriller						
0784	3	Comedy	Romance	Comedy - Romance						
0785	3	Drama	Romance	Drama - Romance						
0786	3	Horror	Thriller	Horror - Thriller						
0788	3	Comedy	Crime	Comedy - Crime						
0791	3	Drama	Romance	Drama - Romance						
0792	3	Biography	Drama	Biography - Drama						
0797	3	Thriller	Horror	Thriller - Horror						
0798	3	Comedy	Romance	Comedy - Romance						
0803	3	Comedy	Romance	Comedy - Romance						
0805	3	Comedy	Romance	Comedy - Romance						
0807	3	Comedy	Romance	Comedy - Romance						
0817	3	Drama	Romance	Drama - Romance						
0820	3	Crime	Drama	Crime - Drama						
0821	3	Comedy	Romance	Comedy - Romance						
0831	3	Comedy	Romance	Comedy - Romance						
0832	3	Biography	Drama	Biography - Drama						
0836	3	Drama	Sci-Fi	Drama - Sci-Fi						
0839	3	Drama	Thriller	Drama - Thriller						
0840	3	Drama	War	Drama - War						
0842	3	Biography	Drama	Biography - Drama						
0844	3	Horror	Sci-Fi	Horror - Sci-Fi						
0847	3	Drama	Romance	Drama - Romance						
0848	3	Comedy	Romance	Comedy - Romance						
0852	3	Comedy	Romance	Comedy - Romance						
0853	3	Action	Thriller	Action - Thriller						
0856	3	Drama	Romance	Drama - Romance						
0857	3	Comedy	Sci-Fi	Comedy - Sci-Fi						
0858	3	Drama	Thriller	Drama - Thriller						
0869	3	Horror	Thriller	Horror - Thriller						
0871	3	Comedy	Horror	Comedy - Horror						
0872	3	Drama	Sport	Drama - Sport						
0874	3	Drama	Music	Drama - Music						
0875	3	Horror	Drama	Horror - Drama						
0879	3	Action	Crime	Action - Crime						
0886	3	Adventure	Drama	Adventure - Drama						
0896	3	Comedy	Horror	Comedy - Horror						
0906	3	Comedy	Drama	Comedy - Drama						
0907	3	Crime	Drama	Crime - Drama						
0911	3	Comedy	Romance	Comedy - Romance						
0916	3	Biography	Drama	Biography - Drama						
0919	3	Comedy	Western	Comedy - Western						
0921	3	Family	Sci-Fi	Family - Sci-Fi						
0924	3	Comedy	Romance	Comedy - Romance						
0928	3	Crime	Drama	Crime - Drama						
0931	3	Comedy	Romance	Comedy - Romance						
0932	3	Drama	Family	Drama - Family						
0935	3	Biography	Drama	Biography - Drama						
0937	3	Drama	Music	Drama - Music						
0940	3	Horror	Thriller	Horror - Thriller						
0942	3	Comedy	Horror	Comedy - Horror						
0945	3	Action	Thriller	Action - Thriller						
0946	3	Comedy	Romance	Comedy - Romance						
0947	3	Horror	Thriller	Horror - Thriller						
0949	3	Drama	Thriller	Drama - Thriller						
0954	3	Comedy	Drama	Comedy - Drama						
0957	3	Horror	Thriller	Horror - Thriller						
0964	3	Comedy	Drama	Comedy - Drama						
0967	3	Comedy	Romance	Comedy - Romance						
0975	3	Drama	Romance	Drama - Romance						
0976	3	Horror	Mystery	Horror - Mystery						
0982	3	Biography	Drama	Biography - Drama						
0984	3	Crime	Drama	Crime - Drama						
0986	3	Crime	Drama	Crime - Drama						
0987	3	Comedy	Fantasy	Comedy - Fantasy						
0990	3	Comedy	Romance	Comedy - Romance						
0991	3	Horror	Mystery	Horror - Mystery						
0994	3	Comedy	Family	Comedy - Family						
0995	3	Drama	Thriller	Drama - Thriller						
0997	3	Crime	Thriller	Crime - Thriller						
1003	3	Comedy	Romance	Comedy - Romance						
1007	3	Drama	Romance	Drama - Romance						
1011	3	Comedy	Fantasy	Comedy - Fantasy						
1015	3	Biography	Drama	Biography - Drama						
1019	3	Drama	Comedy	Drama - Comedy						
1021	3	Drama	Thriller	Drama - Thriller						
1029	3	Comedy	Romance	Comedy - Romance						
1031	3	Drama	Romance	Drama - Romance						
1039	3	Crime	Comedy	Crime - Comedy						
1040	3	Comedy	Romance	Comedy - Romance						
1045	3	Comedy	Music	Comedy - Music						
1047	3	Drama	Romance	Drama - Romance						
1050	3	Crime	Drama	Crime - Drama						
1055	3	Drama	Romance	Drama - Romance						
1060	3	Action	Thriller	Action - Thriller						
1061	3	Comedy	Family	Comedy - Family						
1070	3	Adventure	Comedy	Adventure - Comedy						
1073	3	Drama	Thriller	Drama - Thriller						
1074	3	Drama	Romance	Drama - Romance						
1075	3	Action	Drama	Action - Drama						
1078	3	Comedy	Sport	Comedy - Sport						
1080	3	Drama	Romance	Drama - Romance						
1093	3	Crime	Drama	Crime - Drama						
1116	3	Horror	Thriller	Horror - Thriller						
1118	3	Biography	Drama	Biography - Drama						
1129	3	Drama	Romance	Drama - Romance						
1133	3	Comedy	Sport	Comedy - Sport						
1135	3	Romance	Thriller	Romance - Thriller						
1136	3	Drama	Romance	Drama - Romance						
1145	3	Drama	Romance	Drama - Romance						
1146	3	Horror	Thriller	Horror - Thriller						
1148	3	Drama	Thriller	Drama - Thriller						
1152	3	Comedy	Drama	Comedy - Drama						
1157	3	Crime	Drama	Crime - Drama						
1163	3	Comedy	Romance	Comedy - Romance						
1164	3	Horror	Thriller	Horror - Thriller						
1174	3	Horror	Thriller	Horror - Thriller						
1178	3	Comedy	Drama	Comedy - Drama						
1182	3	Comedy	War	Comedy - War						
1190	3	Drama	Romance	Drama - Romance						
1192	3	Comedy	Drama	Comedy - Drama						
1193	3	Drama	Mystery	Drama - Mystery						
1196	3	Comedy	Drama	Comedy - Drama						
1199	3	Comedy	Crime	Comedy - Crime						
1207	3	Drama	Horror	Drama - Horror						
1209	3	Horror	Sci-Fi	Horror - Sci-Fi						
1212	3	Biography	Comedy	Biography - Comedy						
1220	3	Drama	Romance	Drama - Romance						
1221	3	Drama	Romance	Drama - Romance						
1225	3	Comedy	Crime	Comedy - Crime						
1227	3	Mystery	Thriller	Mystery - Thriller						
1237	3	Drama	Sport	Drama - Sport						
1238	3	Crime	Drama	Crime - Drama						
1240	3	Drama	Thriller	Drama - Thriller						
1245	3	Comedy	Romance	Comedy - Romance						
1247	3	Comedy	Romance	Comedy - Romance						
1257	3	Crime	Thriller	Crime - Thriller						
1259	3	Comedy	Drama	Comedy - Drama						
1266	3	Drama	Thriller	Drama - Thriller						
1268	3	Drama	Thriller	Drama - Thriller						
1274	3	Drama	War	Drama - War						
1275	3	Comedy	Crime	Comedy - Crime						
1276	3	Horror	Thriller	Horror - Thriller						
1277	3	Drama	Thriller	Drama - Thriller						
1280	3	Comedy	Romance	Comedy - Romance						
1291	3	Comedy	Sci-Fi	Comedy - Sci-Fi						
1293	3	Comedy	Romance	Comedy - Romance						
1298	3	Comedy	Drama	Comedy - Drama						
1301	3	Drama	Sport	Drama - Sport						
1302	3	Action	Thriller	Action - Thriller						
1303	3	Comedy	Crime	Comedy - Crime						
1304	3	Comedy	Family	Comedy - Family						
1306	3	Comedy	Drama	Comedy - Drama						
1308	3	Comedy	Romance	Comedy - Romance						
1317	3	Biography	Drama	Biography - Drama						
1319	3	Action	Comedy	Action - Comedy						
1321	3	Action	Crime	Action - Crime						
1322	3	Drama	Sport	Drama - Sport						
1326	3	Crime	Drama	Crime - Drama						
1327	3	Horror	Thriller	Horror - Thriller						
1330	3	Comedy	Sport	Comedy - Sport						
1334	3	Comedy	Drama	Comedy - Drama						
1335	3	Drama	Romance	Drama - Romance						
1338	3	Biography	Drama	Biography - Drama						
1341	3	Comedy	Music	Comedy - Music						
1347	3	Comedy	Sport	Comedy - Sport						
1348	3	Drama	Music	Drama - Music						
1349	3	Comedy	Romance	Comedy - Romance						
1352	3	Action	Thriller	Action - Thriller						
1355	3	Music	Romance	Music - Romance						
1356	3	Drama	Thriller	Drama - Thriller						
1370	3	Crime	Drama	Crime - Drama						
1377	3	Action	Crime	Action - Crime						
1379	3	Drama	Thriller	Drama - Thriller						
1380	3	Horror	Thriller	Horror - Thriller						
1384	3	Comedy	Romance	Comedy - Romance						
1385	3	Comedy	Family	Comedy - Family						
1390	3	Comedy	Fantasy	Comedy - Fantasy						
1399	3	Biography	Drama	Biography - Drama						
1402	3	Comedy	Romance	Comedy - Romance						
1407	3	Comedy	Drama	Comedy - Drama						
1413	3	Sci-Fi	Thriller	Sci-Fi - Thriller						
1415	3	Action	Thriller	Action - Thriller						
1421	3	Comedy	Drama	Comedy - Drama						
1423	3	Crime	Thriller	Crime - Thriller						
1426	3	Comedy	Music	Comedy - Music						
1427	3	Comedy	Drama	Comedy - Drama						
1432	3	Action	Comedy	Action - Comedy						
1433	3	Comedy	Crime	Comedy - Crime						
1437	3	Romance	Thriller	Romance - Thriller						
1440	3	Drama	Romance	Drama - Romance						
1445	3	Comedy	Drama	Comedy - Drama						
1449	3	Comedy	Drama	Comedy - Drama						
1450	3	Comedy	Family	Comedy - Family						
1451	3	Drama	Romance	Drama - Romance						
1452	3	Crime	Drama	Crime - Drama						
1455	3	Drama	Romance	Drama - Romance						
1456	3	Comedy	Romance	Comedy - Romance						
1457	3	Action	Thriller	Action - Thriller						
1458	3	Crime	Drama	Crime - Drama						
1466	3	Comedy	Thriller	Comedy - Thriller						
1469	3	Crime	Drama	Crime - Drama						
1476	3	Comedy	Romance	Comedy - Romance						
1479	3	Drama	Thriller	Drama - Thriller						
1480	3	Adventure	Drama	Adventure - Drama						
1487	3	Comedy	Drama	Comedy - Drama						
1490	3	Action	Sci-Fi	Action - Sci-Fi						
1491	3	Drama	Thriller	Drama - Thriller						
1492	3	Comedy	Romance	Comedy - Romance						
1493	3	Comedy	Drama	Comedy - Drama						
1501	3	Drama	Thriller	Drama - Thriller						
1506	3	Action	Thriller	Action - Thriller						
1509	3	Drama	Romance	Drama - Romance						
1510	3	Drama	Romance	Drama - Romance						
1515	3	Biography	Drama	Biography - Drama						
1523	3	Comedy	Romance	Comedy - Romance						
1534	3	Drama	Romance	Drama - Romance						
1537	3	Comedy	Romance	Comedy - Romance						
1538	3	Comedy	Romance	Comedy - Romance						
1540	3	Drama	Romance	Drama - Romance						
1541	3	Drama	War	Drama - War						
1543	3	Horror	Mystery	Horror - Mystery						
1544	3	Romance	Drama	Romance - Drama						
1545	3	Drama	Romance	Drama - Romance						
1547	3	Action	Comedy	Action - Comedy						
1548	3	Comedy	Romance	Comedy - Romance						
1550	3	Comedy	Romance	Comedy - Romance						
1553	3	Comedy	Drama	Comedy - Drama						
1558	3	Action	Comedy	Action - Comedy						
1559	3	Comedy	Romance	Comedy - Romance						
1560	3	Drama	Sport	Drama - Sport						
1562	3	Drama	Romance	Drama - Romance						
1564	3	Comedy	Crime	Comedy - Crime						
1566	3	Comedy	Music	Comedy - Music						
1571	3	Sci-Fi	Thriller	Sci-Fi - Thriller						
1572	3	Comedy	Sport	Comedy - Sport						
1577	3	Horror	Thriller	Horror - Thriller						
1579	3	Drama	Adventure	Drama - Adventure						
1581	3	Comedy	Drama	Comedy - Drama						
1582	3	Drama	Romance	Drama - Romance						
1588	3	Comedy	Romance	Comedy - Romance						
1590	3	Comedy	Romance	Comedy - Romance						
1591	3	Family	Comedy	Family - Comedy						
1592	3	Drama	Romance	Drama - Romance						
1595	3	Drama	Romance	Drama - Romance						
1599	3	Comedy	Drama	Comedy - Drama						
1603	3	Comedy	Romance	Comedy - Romance						
1604	3	Drama	Romance	Drama - Romance						
1606	3	Drama	Romance	Drama - Romance						
1609	3	Comedy	Romance	Comedy - Romance						
1612	3	Drama	Music	Drama - Music						
1613	3	Comedy	Drama	Comedy - Drama						
1615	3	Comedy	Crime	Comedy - Crime						
1617	3	Comedy	Family	Comedy - Family						
1620	3	Drama	Sport	Drama - Sport						
1627	3	Comedy	Drama	Comedy - Drama						
1628	3	Comedy	Drama	Comedy - Drama						
1631	3	Crime	Thriller	Crime - Thriller						
1645	3	Comedy	Romance	Comedy - Romance						
1653	3	Comedy	Drama	Comedy - Drama						
1654	3	Drama	Mystery	Drama - Mystery						
1665	3	Action	Western	Action - Western						
1666	3	Comedy	Romance	Comedy - Romance						
1668	3	Horror	Thriller	Horror - Thriller						
1671	3	Comedy	Sport	Comedy - Sport						
1673	3	Thriller	Drama	Thriller - Drama						
1676	3	Comedy	Drama	Comedy - Drama						
1677	3	Comedy	Drama	Comedy - Drama						
1678	3	Comedy	Romance	Comedy - Romance						
1679	3	Adventure	Drama	Adventure - Drama						
1682	3	Drama	Thriller	Drama - Thriller						
1688	3	Drama	War	Drama - War						
1695	3	Comedy	Romance	Comedy - Romance						
1698	3	Comedy	Crime	Comedy - Crime						
1699	3	Comedy	Drama	Comedy - Drama						
1701	3	Drama	Thriller	Drama - Thriller						
1708	3	Drama	Romance	Drama - Romance						
1710	3	Comedy	Horror	Comedy - Horror						
1711	3	Drama	Romance	Drama - Romance						
1712	3	Comedy	Romance	Comedy - Romance						
1713	3	Drama	Romance	Drama - Romance						
1716	3	Comedy	Crime	Comedy - Crime						
1724	3	Comedy	Romance	Comedy - Romance						
1726	3	Drama	Thriller	Drama - Thriller						
1728	3	Drama	Romance	Drama - Romance						
1729	3	Comedy	Drama	Comedy - Drama						
1731	3	Comedy	Romance	Comedy - Romance						
1744	3	Comedy	Drama	Comedy - Drama						
1748	3	Action	Western	Action - Western						
1750	3	Drama	Thriller	Drama - Thriller						
1757	3	Horror	Thriller	Horror - Thriller						
1760	3	Drama	Romance	Drama - Romance						
1762	3	Drama	Romance	Drama - Romance						
1764	3	Comedy	Fantasy	Comedy - Fantasy						
1770	3	Drama	Romance	Drama - Romance						
1773	3	Comedy	Romance	Comedy - Romance						
1780	3	Comedy	Sport	Comedy - Sport						
1781	3	Comedy	Romance	Comedy - Romance						
1783	3	Comedy	Romance	Comedy - Romance						
1789	3	Comedy	Sport	Comedy - Sport						
